date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:35:14	141254/141254	---M--	200	added ('OK')	image/jpeg	etag:%2262209b14-227c6%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/home-background-mobile.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/home-background-mobile.jpg	(from https://kasta.io/)
09:35:15	66493/66493	---M--	200	added ('OK')	image/png	etag:%2262209b0b-103bd%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/frame1.png	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/frame1.png	(from https://kasta.io/)
09:35:15	84510/84510	---M--	200	added ('OK')	image/png	etag:%2262209b0c-14a1e%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/frame2.png	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/frame2.png	(from https://kasta.io/)
09:35:16	77890/77890	---M--	200	added ('OK')	image/jpeg	etag:%2262209b20-13042%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/kasta-token.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/kasta-token.jpg	(from https://kasta.io/)
09:35:16	52303/52303	---M--	200	added ('OK')	image/jpeg	etag:%2262209b08-cc4f%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/debit-card.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/debit-card.jpg	(from https://kasta.io/)
09:35:16	76244/76244	---M--	200	added ('OK')	image/jpeg	etag:%2262209af7-129d4%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/buy-now-pay-later.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/buy-now-pay-later.jpg	(from https://kasta.io/)
09:35:16	57001/57001	---M--	200	added ('OK')	image/jpeg	etag:%2262209b6c-dea9%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/yield.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/yield.jpg	(from https://kasta.io/)
09:35:16	41857/41857	---M--	200	added ('OK')	image/jpeg	etag:%2262209b36-a381%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/on-off-ramp.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/on-off-ramp.jpg	(from https://kasta.io/)
09:35:17	102145/102145	---M--	200	added ('OK')	image/jpeg	etag:%2262209b1f-18f01%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/joinwaitinglist.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/joinwaitinglist.jpg	(from https://kasta.io/)
09:35:17	22129/22129	---M--	200	added ('OK')	image/jpeg	etag:%2262209af9-5671%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/carlroegind.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/carlroegind.jpg	(from https://kasta.io/)
09:35:17	29205/29205	---M--	200	added ('OK')	image/jpeg	etag:%2262209b51-7215%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/sebastian.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/sebastian.jpg	(from https://kasta.io/)
09:35:17	22610/22610	---M--	200	added ('OK')	image/jpeg	etag:%2262209b11-5852%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/hans.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/hans.jpg	(from https://kasta.io/)
09:35:18	529150/529150	---M--	200	added ('OK')	image/png	etag:%2262209af7-812fe%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/ben-rogers.png	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/ben-rogers.png	(from https://kasta.io/)
09:35:18	36164/36164	---M--	200	added ('OK')	image/jpeg	etag:%2262209af9-8d44%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/carl_runefelt.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/carl_runefelt.jpg	(from https://kasta.io/)
09:35:18	24765/24765	---M--	200	added ('OK')	image/jpeg	etag:%2262209b5f-60bd%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/tmg.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/tmg.jpg	(from https://kasta.io/)
09:35:18	33180/33180	---M--	200	added ('OK')	image/jpeg	etag:%2262209b1a-819c%22	https://www.kasta.io/wp-content/themes/kasta25/assets/images/IvanOnTech.jpg	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/assets/images/IvanOnTech.jpg	(from https://kasta.io/)
09:35:19	11025/11025	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2015%20Mar%202022%2008:35:19%20GMT	https://kit.fontawesome.com/1e7406c104.js	C:/My%20Web%20Sites/kasta/kit.fontawesome.com/1e7406c104.js	(from https://kasta.io/)
09:35:19	24704/24704	---M--	200	added ('OK')	font/woff2	etag:%2262209ada-6080%22	https://www.kasta.io/wp-content/themes/kasta25/ucitypro-bold-webfont.woff2	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ucitypro-bold-webfont.woff2	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:19	32188/32188	---M--	200	added ('OK')	font/woff	etag:%2262209adb-7dbc%22	https://www.kasta.io/wp-content/themes/kasta25/ucitypro-bold-webfont.woff	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ucitypro-bold-webfont.woff	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:19	25128/25128	---M--	200	added ('OK')	font/woff2	etag:%2262209ade-6228%22	https://www.kasta.io/wp-content/themes/kasta25/ucitypro-regular-webfont.woff2	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ucitypro-regular-webfont.woff2	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:20	32520/32520	---M--	200	added ('OK')	font/woff	etag:%2262209add-7f08%22	https://www.kasta.io/wp-content/themes/kasta25/ucitypro-regular-webfont.woff	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ucitypro-regular-webfont.woff	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:20	18864/18864	---M--	200	added ('OK')	font/woff2	etag:%2262209ac9-49b0%22	https://www.kasta.io/wp-content/themes/kasta25/ppmonumentextended-black-webfont.woff2	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ppmonumentextended-black-webfont.woff2	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:21	25128/25128	---M--	200	added ('OK')	font/woff	etag:%2262209ac6-6228%22	https://www.kasta.io/wp-content/themes/kasta25/ppmonumentextended-black-webfont.woff	C:/My%20Web%20Sites/kasta/www.kasta.io/wp-content/themes/kasta25/ppmonumentextended-black-webfont.woff	(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
09:35:21	67/67	---M--	200	added ('OK')	text/plain	date:Tue,%2015%20Mar%202022%2008:35:21%20GMT	https://www.kasta.io/robots.txt		(from https://www.kasta.io/wp-content/themes/kasta25/style.css?ver=5.9.2)
